RSS_1,RSS_3,RSS_4,RSS_5,TxPower,xRegression,yRegression
81,89,85,68,-6,0.75,0.75
81,89,80,68,-6,0.75,0.75
75,85,91,72,-6,0.75,0.75
75,87,89,72,-6,0.75,0.75
75,90,79,66,-6,0.75,0.75
79,90,78,66,-6,0.75,0.75
79,90,80,75,-6,0.75,0.75
78,86,80,75,-6,0.75,0.75
78,86,80,75,-6,0.75,0.75
76,88,82,68,-6,0.75,0.75
76,88,82,75,-6,0.75,0.75
76,84,79,75,-6,0.75,0.75
75,88,80,75,-6,0.75,0.75
74,86,88,75,-6,0.75,0.75
79,80,77,75,-6,2.25,0.75
79,80,78,71,-6,2.25,0.75
74,81,74,71,-6,2.25,0.75
75,78,74,76,-6,2.25,0.75
86,80,77,71,-6,2.25,0.75
86,80,77,71,-6,2.25,0.75
83,80,72,71,-6,2.25,0.75
84,80,72,72,-6,2.25,0.75
79,80,73,71,-6,2.25,0.75
83,81,78,71,-6,2.25,0.75
85,81,76,71,-6,2.25,0.75
77,83,79,71,-6,2.25,0.75
77,81,79,75,-6,2.25,0.75
84,81,77,72,-6,2.25,0.75
73,83,79,68,-6,3.75,0.75
70,89,71,68,-6,3.75,0.75
70,84,71,68,-6,3.75,0.75
70,87,71,80,-6,3.75,0.75
69,87,71,77,-6,3.75,0.75
75,87,73,70,-6,3.75,0.75
70,77,71,68,-6,3.75,0.75
70,77,72,68,-6,3.75,0.75
70,77,72,68,-6,3.75,0.75
71,78,72,80,-6,3.75,0.75
68,78,72,69,-6,3.75,0.75
68,78,72,78,-6,3.75,0.75
79,78,72,78,-6,3.75,0.75
75,76,72,68,-6,3.75,0.75
75,76,71,74,-6,3.75,0.75
70,82,87,72,-6,5.25,0.75
70,82,75,72,-6,5.25,0.75
75,86,75,77,-6,5.25,0.75
75,86,76,77,-6,5.25,0.75
70,86,91,71,-6,5.25,0.75
80,76,85,70,-6,5.25,0.75
69,76,75,70,-6,5.25,0.75
69,74,83,70,-6,5.25,0.75
85,74,77,70,-6,5.25,0.75
85,74,77,70,-6,5.25,0.75
69,74,81,73,-6,5.25,0.75
69,75,84,70,-6,5.25,0.75
72,75,86,70,-6,5.25,0.75
71,75,86,72,-6,5.25,0.75
72,69,87,76,-6,6.75,0.75
73,69,79,76,-6,6.75,0.75
70,69,81,76,-6,6.75,0.75
70,70,75,77,-6,6.75,0.75
76,70,81,76,-6,6.75,0.75
72,70,76,76,-6,6.75,0.75
71,70,75,76,-6,6.75,0.75
71,88,75,76,-6,6.75,0.75
73,70,75,76,-6,6.75,0.75
74,70,80,76,-6,6.75,0.75
74,70,78,78,-6,6.75,0.75
68,70,80,78,-6,6.75,0.75
71,70,80,77,-6,6.75,0.75
74,69,85,75,-6,6.75,0.75
74,69,76,76,-6,6.75,0.75
69,68,77,76,-6,6.75,0.75
75,72,77,83,-6,8.25,2.25
74,71,79,85,-6,8.25,2.25
74,67,82,86,-6,8.25,2.25
74,76,80,80,-6,8.25,2.25
76,76,80,83,-6,8.25,2.25
76,71,80,81,-6,8.25,2.25
76,71,78,81,-6,8.25,2.25
74,71,78,85,-6,8.25,2.25
75,71,78,85,-6,8.25,2.25
75,71,84,87,-6,8.25,2.25
75,71,78,79,-6,8.25,2.25
75,75,78,82,-6,8.25,2.25
72,68,77,86,-6,8.25,2.25
83,67,79,82,-6,8.25,2.25
76,72,79,80,-6,8.25,2.25
69,79,77,86,-6,8.25,3.75
69,76,75,73,-6,8.25,3.75
67,77,68,73,-6,8.25,3.75
67,79,75,88,-6,8.25,3.75
67,77,75,88,-6,8.25,3.75
68,77,78,71,-6,8.25,3.75
66,85,77,85,-6,8.25,3.75
